FG%,3P%,FT%,FTA,TRB,AST,TOV,STL,BLK,Opponent,Point_Differential,Home,Win,Team,Opponent_Win_Rate
0.466,0.318,0.696,23.0,51.0,28.0,19.0,6.0,4.0,IND,-11,0,0,SAC,0.23170731707317074
0.448,0.289,0.696,23.0,38.0,21.0,16.0,9.0,4.0,DEN,-31,1,0,SAC,0.6585365853658537
0.457,0.435,0.76,25.0,36.0,21.0,15.0,5.0,9.0,MIN,-14,0,0,SAC,0.5975609756097561
0.511,0.316,0.912,34.0,42.0,29.0,18.0,13.0,7.0,POR,-1,0,0,SAC,0.5180722891566265
0.379,0.194,0.677,31.0,50.0,18.0,18.0,14.0,6.0,POR,-5,1,0,SAC,0.5180722891566265
0.463,0.375,0.694,36.0,55.0,29.0,12.0,8.0,5.0,HOU,1,1,1,SAC,0.6341463414634146
0.457,0.333,0.865,37.0,42.0,26.0,13.0,12.0,5.0,DET,-9,1,0,SAC,0.7317073170731707
0.433,0.447,0.75,8.0,50.0,32.0,11.0,16.0,7.0,DAL,6,1,1,SAC,0.3170731707317073
0.482,0.276,0.684,19.0,39.0,24.0,19.0,11.0,3.0,LAL,-24,0,0,SAC,0.6463414634146342
0.41,0.333,0.929,14.0,39.0,18.0,19.0,1.0,8.0,LAC,-41,0,0,SAC,0.5060240963855421
0.471,0.333,0.933,15.0,32.0,29.0,9.0,7.0,2.0,BOS,-14,1,0,SAC,0.6829268292682927
0.412,0.357,0.688,32.0,42.0,20.0,21.0,6.0,3.0,PHO,-27,0,0,SAC,0.5476190476190477
0.425,0.2,0.781,32.0,38.0,17.0,10.0,10.0,7.0,MIL,-17,1,0,SAC,0.3902439024390244
0.424,0.29,0.647,17.0,43.0,23.0,13.0,11.0,6.0,DAL,-2,1,0,SAC,0.3170731707317073
0.5,0.259,0.769,13.0,31.0,23.0,13.0,6.0,6.0,GSW,-34,0,0,SAC,0.4523809523809524
0.484,0.348,0.75,20.0,45.0,25.0,10.0,4.0,1.0,HOU,13,1,1,SAC,0.6341463414634146
0.585,0.654,0.786,14.0,32.0,23.0,15.0,6.0,4.0,LAL,12,1,1,SAC,0.6463414634146342
0.473,0.37,0.842,38.0,48.0,23.0,17.0,4.0,6.0,NYK,11,1,1,SAC,0.6463414634146342
0.58,0.484,0.633,30.0,45.0,36.0,19.0,5.0,5.0,WAS,13,1,1,SAC,0.2073170731707317
0.488,0.355,0.833,18.0,40.0,29.0,16.0,8.0,5.0,POR,-7,1,0,SAC,0.5180722891566265
0.506,0.367,0.857,21.0,49.0,27.0,16.0,6.0,4.0,MIA,-13,1,0,SAC,0.5180722891566265
0.466,0.273,0.818,22.0,45.0,25.0,16.0,6.0,6.0,TOR,-13,1,0,SAC,0.5609756097560976
0.472,0.394,0.955,22.0,43.0,26.0,11.0,5.0,2.0,CLE,-5,0,0,SAC,0.6341463414634146
0.524,0.44,0.607,28.0,33.0,32.0,19.0,7.0,7.0,DET,-23,0,0,SAC,0.7317073170731707
0.402,0.167,0.857,14.0,44.0,18.0,17.0,8.0,3.0,NYK,-16,0,0,SAC,0.6463414634146342
0.5,0.385,0.826,23.0,46.0,21.0,17.0,6.0,4.0,PHI,-2,0,0,SAC,0.5542168674698795
0.373,0.323,0.913,23.0,47.0,19.0,16.0,4.0,6.0,BOS,-19,0,0,SAC,0.6829268292682927
0.464,0.381,0.897,29.0,37.0,21.0,14.0,9.0,8.0,WAS,-4,0,0,SAC,0.2073170731707317
0.45,0.306,0.857,28.0,46.0,29.0,13.0,4.0,2.0,MEM,-4,1,0,SAC,0.3048780487804878
0.446,0.27,0.864,22.0,42.0,22.0,11.0,10.0,6.0,LAC,-3,1,0,SAC,0.5060240963855421
0.511,0.432,0.7,20.0,42.0,30.0,15.0,9.0,5.0,CLE,-6,1,0,SAC,0.6341463414634146
0.404,0.129,0.667,15.0,50.0,19.0,17.0,8.0,3.0,NOP,-26,0,0,SAC,0.3170731707317073
0.344,0.212,0.828,29.0,42.0,24.0,13.0,10.0,3.0,UTA,-28,0,0,SAC,0.2682926829268293
0.407,0.296,0.8,20.0,48.0,22.0,19.0,9.0,3.0,ORL,-37,1,0,SAC,0.5476190476190477
0.469,0.281,0.92,25.0,35.0,33.0,12.0,11.0,7.0,SAS,-17,0,0,SAC,0.7560975609756098
0.5,0.345,0.76,25.0,45.0,30.0,15.0,12.0,7.0,MEM,9,0,1,SAC,0.3048780487804878
0.398,0.219,0.8,20.0,43.0,22.0,12.0,9.0,2.0,HOU,-31,0,0,SAC,0.6341463414634146
0.505,0.308,0.8,25.0,46.0,29.0,5.0,11.0,4.0,DAL,9,0,1,SAC,0.3170731707317073
0.467,0.231,0.933,15.0,52.0,30.0,20.0,4.0,8.0,LAL,-24,0,0,SAC,0.6463414634146342
0.456,0.259,0.778,18.0,40.0,25.0,14.0,11.0,2.0,PHO,-11,1,0,SAC,0.5476190476190477
0.505,0.258,0.652,23.0,42.0,29.0,7.0,5.0,3.0,NOP,-10,1,0,SAC,0.3170731707317073
0.448,0.379,0.913,23.0,55.0,33.0,4.0,5.0,6.0,CHI,16,1,1,SAC,0.3780487804878049
0.456,0.35,0.833,30.0,52.0,22.0,11.0,10.0,7.0,IND,5,1,1,SAC,0.23170731707317074
0.542,0.32,0.786,14.0,35.0,24.0,14.0,6.0,6.0,CHO,-8,1,0,SAC,0.5357142857142857
0.585,0.444,0.625,16.0,48.0,29.0,21.0,9.0,4.0,LAC,9,0,1,SAC,0.5060240963855421
0.482,0.306,0.821,28.0,50.0,28.0,18.0,9.0,3.0,UTA,5,1,1,SAC,0.2682926829268293
0.441,0.389,0.615,13.0,41.0,32.0,8.0,4.0,2.0,SAS,-28,1,0,SAC,0.7560975609756098
0.483,0.375,0.69,29.0,41.0,26.0,14.0,3.0,6.0,PHI,-21,1,0,SAC,0.5542168674698795
0.524,0.519,0.765,34.0,51.0,30.0,17.0,4.0,5.0,BRK,4,1,1,SAC,0.24390243902439024
0.407,0.321,0.636,11.0,35.0,27.0,12.0,4.0,3.0,CHO,-44,0,0,SAC,0.5357142857142857
0.511,0.424,0.813,16.0,35.0,30.0,11.0,7.0,3.0,ORL,-4,0,0,SAC,0.5476190476190477
0.484,0.375,0.846,13.0,42.0,27.0,15.0,7.0,1.0,ATL,-10,0,0,SAC,0.5609756097560976
0.429,0.313,0.68,25.0,43.0,21.0,15.0,7.0,3.0,BRK,-17,0,0,SAC,0.24390243902439024
0.457,0.364,0.931,29.0,48.0,24.0,14.0,7.0,3.0,TOR,8,0,1,SAC,0.5609756097560976
0.511,0.303,0.75,20.0,46.0,29.0,15.0,7.0,6.0,NOP,4,1,1,SAC,0.3170731707317073
0.529,0.281,0.5,20.0,42.0,25.0,20.0,9.0,8.0,LAC,-29,1,0,SAC,0.5060240963855421
0.471,0.355,0.706,17.0,41.0,22.0,15.0,9.0,6.0,GSW,-5,0,0,SAC,0.4523809523809524
0.461,0.386,0.735,34.0,49.0,25.0,16.0,10.0,6.0,GSW,6,1,1,SAC,0.4523809523809524
0.482,0.333,0.742,31.0,47.0,24.0,17.0,7.0,8.0,POR,-12,0,0,SAC,0.5180722891566265
0.575,0.4,0.607,28.0,50.0,24.0,15.0,10.0,5.0,DAL,33,0,1,SAS,0.3170731707317073
0.459,0.302,0.654,26.0,59.0,25.0,19.0,6.0,13.0,NOP,4,0,1,SAS,0.3170731707317073
0.5,0.444,0.778,36.0,45.0,20.0,15.0,7.0,6.0,BRK,11,1,1,SAS,0.24390243902439024
0.582,0.481,0.833,36.0,44.0,29.0,21.0,11.0,3.0,TOR,18,1,1,SAS,0.5609756097560976
0.442,0.341,0.739,23.0,48.0,26.0,11.0,10.0,8.0,MIA,6,1,1,SAS,0.5180722891566265
0.459,0.244,0.783,23.0,41.0,21.0,14.0,11.0,5.0,PHO,-12,0,0,SAS,0.5476190476190477
0.486,0.394,0.775,40.0,37.0,22.0,19.0,7.0,1.0,LAL,-2,0,0,SAS,0.6463414634146342
0.46,0.4,0.92,25.0,40.0,30.0,21.0,15.0,4.0,HOU,11,1,1,SAS,0.6341463414634146
0.533,0.35,0.889,18.0,43.0,31.0,12.0,6.0,6.0,NOP,7,1,1,SAS,0.3170731707317073
0.512,0.303,0.852,27.0,47.0,30.0,15.0,10.0,7.0,CHI,4,0,1,SAS,0.3780487804878049
0.489,0.359,0.875,16.0,49.0,30.0,20.0,5.0,3.0,GSW,-5,1,0,SAS,0.4523809523809524
0.459,0.368,0.842,19.0,47.0,28.0,21.0,8.0,6.0,GSW,-1,1,0,SAS,0.4523809523809524
0.54,0.368,0.833,18.0,46.0,38.0,15.0,7.0,4.0,SAC,13,1,1,SAS,0.2682926829268293
0.483,0.381,0.846,13.0,38.0,23.0,9.0,10.0,3.0,MEM,10,1,1,SAS,0.3048780487804878
0.527,0.425,0.733,30.0,43.0,34.0,11.0,10.0,4.0,ATL,9,1,1,SAS,0.5609756097560976
0.416,0.294,0.824,34.0,50.0,17.0,19.0,4.0,4.0,PHO,-9,0,0,SAS,0.5476190476190477
0.406,0.333,0.88,25.0,57.0,17.0,9.0,12.0,6.0,POR,13,0,1,SAS,0.5180722891566265
0.489,0.405,0.938,32.0,35.0,30.0,9.0,10.0,5.0,DEN,3,0,1,SAS,0.6585365853658537
0.524,0.242,0.842,19.0,33.0,17.0,10.0,10.0,1.0,MIN,-13,0,0,SAS,0.5975609756097561
0.457,0.462,0.774,31.0,40.0,28.0,7.0,7.0,7.0,MEM,7,1,1,SAS,0.3048780487804878
0.462,0.342,0.708,24.0,52.0,20.0,19.0,5.0,5.0,ORL,2,0,1,SAS,0.5476190476190477
0.452,0.349,0.692,26.0,38.0,28.0,14.0,9.0,3.0,CLE,-13,0,0,SAS,0.6341463414634146
0.5,0.472,0.8,25.0,43.0,29.0,15.0,5.0,0.0,NOP,3,0,1,SAS,0.3170731707317073
0.5,0.447,0.806,36.0,50.0,25.0,12.0,9.0,3.0,LAL,13,0,1,SAS,0.6463414634146342
0.411,0.31,0.75,32.0,52.0,21.0,19.0,9.0,6.0,OKC,2,0,1,SAS,0.7804878048780488
0.489,0.357,0.8,20.0,53.0,29.0,14.0,6.0,9.0,WAS,25,1,1,SAS,0.2073170731707317
0.543,0.361,0.688,16.0,56.0,31.0,15.0,11.0,4.0,ATL,28,0,1,SAS,0.5609756097560976
0.413,0.317,0.781,32.0,61.0,26.0,10.0,3.0,5.0,WAS,11,0,1,SAS,0.2073170731707317
0.571,0.444,0.75,24.0,34.0,34.0,9.0,10.0,3.0,OKC,20,1,1,SAS,0.7804878048780488
0.536,0.379,0.762,21.0,49.0,20.0,13.0,3.0,4.0,OKC,15,0,1,SAS,0.7804878048780488
0.434,0.227,0.857,21.0,46.0,30.0,12.0,6.0,7.0,UTA,-13,1,0,SAS,0.2682926829268293
0.386,0.226,0.833,36.0,52.0,21.0,18.0,7.0,2.0,CLE,-12,1,0,SAS,0.6341463414634146
0.494,0.368,0.8,40.0,48.0,25.0,11.0,7.0,3.0,NYK,2,1,1,SAS,0.6463414634146342
0.449,0.283,0.786,28.0,49.0,23.0,13.0,8.0,2.0,IND,10,0,1,SAS,0.23170731707317074
0.43,0.323,0.87,23.0,48.0,27.0,6.0,8.0,7.0,POR,-5,1,0,SAS,0.5180722891566265
0.373,0.304,0.833,18.0,50.0,26.0,14.0,9.0,4.0,MEM,-1,0,0,SAS,0.3048780487804878
0.488,0.16,0.821,28.0,50.0,24.0,15.0,10.0,5.0,LAL,16,1,1,SAS,0.6463414634146342
0.4,0.227,0.7,20.0,53.0,22.0,8.0,5.0,4.0,BOS,5,0,1,SAS,0.6829268292682927
0.386,0.342,0.88,25.0,49.0,19.0,14.0,6.0,1.0,MIN,-1,0,0,SAS,0.5975609756097561
0.4,0.351,0.708,24.0,42.0,21.0,12.0,4.0,3.0,OKC,-21,0,0,SAS,0.7804878048780488
0.506,0.432,0.852,27.0,50.0,28.0,17.0,7.0,2.0,MIL,18,1,1,SAS,0.3902439024390244
0.5,0.395,0.607,28.0,43.0,35.0,11.0,6.0,5.0,MIN,3,1,1,SAS,0.5975609756097561
0.557,0.421,0.76,25.0,38.0,32.0,14.0,9.0,12.0,UTA,13,1,1,SAS,0.2682926829268293
0.39,0.28,1.0,10.0,45.0,24.0,9.0,7.0,5.0,HOU,-5,0,0,SAS,0.6341463414634146
0.506,0.419,0.833,24.0,41.0,30.0,11.0,8.0,11.0,UTA,17,0,1,SAS,0.2682926829268293
0.395,0.273,0.594,32.0,46.0,22.0,12.0,2.0,5.0,NOP,-9,1,0,SAS,0.3170731707317073
0.537,0.231,0.708,24.0,46.0,28.0,15.0,5.0,8.0,HOU,12,0,1,SAS,0.6341463414634146
0.475,0.382,0.895,19.0,36.0,26.0,11.0,7.0,6.0,CHO,-5,0,0,SAS,0.5357142857142857
0.5,0.276,0.688,32.0,48.0,27.0,17.0,8.0,6.0,ORL,9,1,1,SAS,0.5476190476190477
0.446,0.333,0.6,20.0,63.0,26.0,14.0,11.0,8.0,OKC,10,1,1,SAS,0.7804878048780488
0.505,0.415,0.88,25.0,50.0,34.0,14.0,7.0,7.0,DAL,12,0,1,SAS,0.3170731707317073
0.556,0.4,0.7,20.0,52.0,34.0,18.0,5.0,11.0,DAL,13,1,1,SAS,0.3170731707317073
0.565,0.394,0.76,25.0,45.0,34.0,13.0,14.0,6.0,LAL,28,0,1,SAS,0.6463414634146342
0.495,0.256,0.857,28.0,44.0,35.0,10.0,6.0,5.0,GSW,13,0,1,SAS,0.4523809523809524
0.517,0.351,0.9,20.0,50.0,30.0,12.0,6.0,7.0,PHO,27,1,1,SAS,0.5476190476190477
0.553,0.382,0.786,28.0,48.0,32.0,18.0,5.0,7.0,SAC,17,1,1,SAS,0.2682926829268293
0.416,0.45,0.632,19.0,50.0,32.0,16.0,8.0,11.0,DET,11,0,1,SAS,0.7317073170731707
0.465,0.436,0.565,23.0,40.0,28.0,13.0,11.0,5.0,TOR,3,0,1,SAS,0.5609756097560976
0.494,0.405,0.852,27.0,39.0,36.0,9.0,13.0,5.0,BRK,16,0,1,SAS,0.24390243902439024
0.416,0.265,0.727,22.0,41.0,25.0,22.0,7.0,5.0,NYK,-25,0,0,SAS,0.6463414634146342
0.551,0.4,0.833,18.0,56.0,36.0,17.0,10.0,10.0,PHI,40,0,1,SAS,0.5542168674698795
0.5,0.351,0.8,30.0,46.0,24.0,9.0,5.0,11.0,DET,15,1,1,SAS,0.7317073170731707
0.484,0.415,0.5,14.0,52.0,29.0,13.0,6.0,7.0,LAC,4,1,1,SAS,0.5060240963855421
0.58,0.525,0.815,27.0,32.0,38.0,8.0,4.0,6.0,HOU,25,1,1,SAS,0.6341463414634146
0.518,0.426,0.68,25.0,44.0,27.0,12.0,3.0,2.0,BOS,9,1,1,SAS,0.6829268292682927
0.453,0.404,0.813,32.0,49.0,34.0,10.0,8.0,4.0,DEN,-5,1,0,SAS,0.6585365853658537
0.467,0.333,0.857,21.0,54.0,29.0,13.0,7.0,6.0,CHO,13,1,1,SAS,0.5357142857142857
0.462,0.278,0.793,29.0,52.0,25.0,15.0,5.0,7.0,LAC,4,0,1,SAS,0.5060240963855421
0.516,0.51,0.846,13.0,50.0,41.0,6.0,5.0,5.0,SAC,28,0,1,SAS,0.2682926829268293
0.422,0.294,0.913,23.0,42.0,23.0,14.0,6.0,5.0,PHO,1,1,1,SAS,0.5476190476190477
0.546,0.382,0.882,17.0,49.0,33.0,12.0,5.0,6.0,IND,15,1,1,SAS,0.23170731707317074
0.475,0.349,0.893,28.0,62.0,33.0,15.0,7.0,9.0,MIA,25,0,1,SAS,0.5180722891566265
0.517,0.348,0.682,22.0,59.0,36.0,15.0,7.0,9.0,MEM,25,0,1,SAS,0.3048780487804878
0.551,0.4,0.75,20.0,41.0,35.0,11.0,13.0,2.0,MIL,32,0,1,SAS,0.3902439024390244
0.51,0.412,0.708,24.0,55.0,31.0,12.0,8.0,4.0,CHI,15,1,1,SAS,0.3780487804878049
0.473,0.319,0.8,30.0,48.0,34.0,15.0,8.0,6.0,GSW,14,0,1,SAS,0.4523809523809524
0.534,0.387,0.857,14.0,48.0,30.0,16.0,7.0,2.0,LAC,19,0,1,SAS,0.5060240963855421
0.465,0.333,0.926,27.0,50.0,29.0,11.0,5.0,6.0,DEN,-2,0,0,SAS,0.6585365853658537
0.494,0.344,0.727,22.0,47.0,31.0,11.0,8.0,5.0,PHI,13,1,1,SAS,0.5542168674698795
0.489,0.379,0.789,19.0,45.0,28.0,17.0,13.0,6.0,POR,11,1,1,SAS,0.5180722891566265
0.543,0.406,0.963,27.0,48.0,30.0,11.0,4.0,6.0,DAL,19,1,1,SAS,0.3170731707317073
0.455,0.319,0.722,18.0,45.0,27.0,9.0,5.0,5.0,DEN,-10,1,0,SAS,0.6585365853658537
0.568,0.24,0.828,29.0,54.0,36.0,19.0,10.0,4.0,ATL,20,0,1,TOR,0.5609756097560976
0.494,0.407,0.656,32.0,41.0,25.0,16.0,10.0,4.0,MIL,-6,1,0,TOR,0.3902439024390244
0.49,0.394,0.75,24.0,43.0,33.0,16.0,10.0,1.0,DAL,-10,0,0,TOR,0.3170731707317073
0.468,0.375,0.739,23.0,20.0,29.0,15.0,9.0,4.0,SAS,-18,0,0,TOR,0.7560975609756098
0.506,0.525,0.737,19.0,22.0,29.0,10.0,6.0,2.0,HOU,-18,1,0,TOR,0.6341463414634146
0.488,0.433,0.792,24.0,48.0,27.0,18.0,9.0,4.0,CLE,11,0,1,TOR,0.6341463414634146
0.506,0.297,0.8,20.0,49.0,32.0,16.0,5.0,7.0,MEM,13,1,1,TOR,0.3048780487804878
0.484,0.447,0.793,29.0,50.0,33.0,10.0,8.0,6.0,MIL,28,1,1,TOR,0.3902439024390244
0.407,0.316,0.92,25.0,48.0,23.0,13.0,11.0,6.0,ATL,12,0,1,TOR,0.5609756097560976
0.456,0.421,0.786,28.0,38.0,29.0,11.0,7.0,5.0,PHI,-10,0,0,TOR,0.5542168674698795
0.495,0.257,0.8,25.0,50.0,31.0,9.0,5.0,4.0,BRK,10,0,1,TOR,0.24390243902439024
0.557,0.387,0.941,17.0,43.0,37.0,14.0,6.0,7.0,CLE,13,0,1,TOR,0.6341463414634146
0.552,0.233,0.619,42.0,46.0,29.0,14.0,13.0,3.0,IND,18,0,1,TOR,0.23170731707317074
0.5,0.4,0.75,16.0,43.0,25.0,17.0,8.0,7.0,CHO,2,1,1,TOR,0.5357142857142857
0.536,0.379,0.833,24.0,31.0,33.0,15.0,12.0,2.0,PHI,9,0,1,TOR,0.5542168674698795
0.578,0.5,0.769,39.0,48.0,36.0,15.0,13.0,4.0,WAS,30,1,1,TOR,0.2073170731707317
0.464,0.5,0.897,29.0,32.0,30.0,9.0,12.0,4.0,BRK,10,1,1,TOR,0.24390243902439024
0.489,0.278,0.667,18.0,51.0,28.0,16.0,8.0,1.0,CLE,11,1,1,TOR,0.6341463414634146
0.389,0.192,0.815,27.0,48.0,18.0,13.0,9.0,4.0,IND,2,1,1,TOR,0.23170731707317074
0.444,0.31,0.824,17.0,52.0,34.0,16.0,6.0,3.0,CHO,-7,0,0,TOR,0.5357142857142857
0.42,0.297,0.529,17.0,40.0,27.0,18.0,9.0,6.0,NYK,-22,0,0,TOR,0.6463414634146342
0.533,0.367,0.667,21.0,43.0,33.0,18.0,10.0,3.0,POR,3,1,1,TOR,0.5180722891566265
0.494,0.405,0.81,21.0,41.0,39.0,15.0,9.0,8.0,LAL,-3,1,0,TOR,0.6463414634146342
0.37,0.31,0.692,13.0,41.0,19.0,20.0,12.0,4.0,CHO,-25,1,0,TOR,0.5357142857142857
0.489,0.409,0.857,21.0,42.0,22.0,13.0,5.0,3.0,BOS,-8,1,0,TOR,0.6829268292682927
0.433,0.289,0.667,18.0,37.0,28.0,14.0,9.0,4.0,NYK,-16,1,0,TOR,0.6463414634146342
0.477,0.4,0.667,9.0,45.0,33.0,21.0,9.0,7.0,MIA,10,0,1,TOR,0.5180722891566265
0.5,0.371,0.667,21.0,45.0,31.0,17.0,9.0,2.0,MIL,6,0,1,TOR,0.3902439024390244
0.414,0.34,0.727,11.0,37.0,30.0,12.0,2.0,7.0,BOS,-16,1,0,TOR,0.6829268292682927
0.372,0.278,0.875,8.0,39.0,23.0,15.0,6.0,5.0,BRK,-15,0,0,TOR,0.24390243902439024
0.477,0.368,0.889,18.0,50.0,29.0,17.0,12.0,5.0,MIA,21,0,1,TOR,0.5180722891566265
0.44,0.333,0.926,27.0,33.0,26.0,11.0,10.0,5.0,WAS,-21,0,0,TOR,0.2073170731707317
0.509,0.31,0.889,18.0,55.0,40.0,15.0,10.0,2.0,GSW,14,1,1,TOR,0.4523809523809524
0.394,0.235,0.724,29.0,58.0,22.0,6.0,6.0,7.0,ORL,1,1,1,TOR,0.5476190476190477
0.37,0.267,0.81,21.0,50.0,27.0,8.0,6.0,4.0,DEN,-3,1,0,TOR,0.6585365853658537
0.533,0.387,0.923,26.0,48.0,28.0,14.0,10.0,8.0,ATL,17,1,1,TOR,0.5609756097560976
0.522,0.324,0.632,19.0,46.0,34.0,15.0,10.0,5.0,ATL,18,1,1,TOR,0.5609756097560976
0.413,0.206,0.737,19.0,42.0,18.0,6.0,6.0,4.0,CHO,1,0,1,TOR,0.5357142857142857
0.489,0.383,0.9,10.0,31.0,39.0,7.0,7.0,6.0,BOS,-8,0,0,TOR,0.6829268292682927
0.398,0.156,0.744,39.0,48.0,29.0,15.0,14.0,6.0,PHI,1,1,1,TOR,0.5542168674698795
0.402,0.162,0.88,25.0,38.0,29.0,9.0,7.0,2.0,PHI,-13,1,0,TOR,0.5542168674698795
0.494,0.357,0.654,26.0,49.0,30.0,12.0,4.0,5.0,IND,14,0,1,TOR,0.23170731707317074
0.483,0.333,0.846,26.0,36.0,30.0,18.0,4.0,5.0,LAC,-4,1,0,TOR,0.5060240963855421
0.418,0.219,0.667,15.0,43.0,30.0,10.0,7.0,5.0,LAL,-17,0,0,TOR,0.6463414634146342
0.593,0.618,1.0,22.0,37.0,42.0,17.0,7.0,3.0,GSW,18,0,1,TOR,0.4523809523809524
0.457,0.394,0.92,25.0,47.0,30.0,11.0,11.0,3.0,SAC,13,0,1,TOR,0.2682926829268293
0.529,0.31,0.647,17.0,46.0,28.0,16.0,7.0,9.0,POR,12,0,1,TOR,0.5180722891566265
0.43,0.353,0.654,26.0,51.0,28.0,11.0,10.0,6.0,OKC,2,0,1,TOR,0.7804878048780488
0.38,0.269,0.862,29.0,43.0,20.0,20.0,9.0,8.0,NYK,-27,1,0,TOR,0.6463414634146342
0.524,0.25,0.781,32.0,38.0,33.0,14.0,8.0,6.0,ORL,-10,0,0,TOR,0.5476190476190477
0.417,0.343,0.833,30.0,42.0,22.0,19.0,11.0,8.0,UTA,7,1,1,TOR,0.2682926829268293
0.528,0.484,0.708,24.0,41.0,31.0,13.0,6.0,7.0,MIN,-2,1,0,TOR,0.5975609756097561
0.563,0.412,0.846,13.0,35.0,35.0,12.0,10.0,7.0,CHI,16,1,1,TOR,0.3780487804878049
0.474,0.367,0.7,30.0,54.0,29.0,13.0,12.0,8.0,IND,18,1,1,TOR,0.23170731707317074
0.427,0.313,0.913,23.0,35.0,22.0,17.0,7.0,6.0,DET,-18,1,0,TOR,0.7317073170731707
0.422,0.304,0.871,31.0,46.0,23.0,14.0,14.0,3.0,CHI,9,0,1,TOR,0.3780487804878049
0.468,0.348,0.783,23.0,45.0,34.0,8.0,11.0,3.0,MIL,28,0,1,TOR,0.3902439024390244
0.466,0.474,0.583,12.0,34.0,30.0,16.0,10.0,8.0,OKC,-9,1,0,TOR,0.7804878048780488
0.422,0.348,0.852,27.0,50.0,17.0,13.0,6.0,4.0,SAS,-3,1,0,TOR,0.7560975609756098
0.6,0.409,0.852,27.0,35.0,31.0,10.0,7.0,3.0,WAS,9,0,1,TOR,0.2073170731707317
0.455,0.286,0.895,19.0,28.0,24.0,15.0,8.0,3.0,NYK,-16,1,0,TOR,0.6463414634146342
0.494,0.429,0.667,24.0,40.0,22.0,14.0,6.0,5.0,MIN,-8,0,0,TOR,0.5975609756097561
0.505,0.278,0.727,22.0,42.0,39.0,8.0,11.0,4.0,DAL,30,1,1,TOR,0.3170731707317073
0.436,0.25,0.786,28.0,30.0,21.0,13.0,10.0,4.0,HOU,-14,0,0,TOR,0.6341463414634146
0.415,0.318,0.76,25.0,43.0,20.0,11.0,13.0,5.0,NOP,-11,0,0,TOR,0.3170731707317073
0.535,0.519,0.8,20.0,44.0,25.0,12.0,6.0,3.0,PHO,7,1,1,TOR,0.5476190476190477
0.484,0.286,0.767,30.0,48.0,25.0,13.0,9.0,5.0,DET,11,1,1,TOR,0.7317073170731707
0.571,0.424,0.879,33.0,43.0,33.0,18.0,6.0,3.0,CHI,30,0,1,TOR,0.3780487804878049
0.512,0.323,0.739,23.0,40.0,32.0,10.0,8.0,4.0,DEN,-6,0,0,TOR,0.6585365853658537
0.493,0.321,0.682,22.0,30.0,28.0,20.0,9.0,9.0,PHO,-22,0,0,TOR,0.5476190476190477
0.614,0.541,0.536,28.0,35.0,49.0,17.0,12.0,10.0,UTA,16,0,1,TOR,0.2682926829268293
0.417,0.345,0.364,11.0,46.0,28.0,11.0,8.0,4.0,LAC,-25,0,0,TOR,0.5060240963855421
0.516,0.357,0.722,18.0,46.0,36.0,14.0,8.0,8.0,NOP,13,1,1,TOR,0.3170731707317073
0.574,0.448,0.818,22.0,44.0,41.0,11.0,20.0,3.0,ORL,52,1,1,TOR,0.5476190476190477
0.483,0.345,0.645,31.0,35.0,33.0,14.0,13.0,3.0,DET,-11,0,0,TOR,0.7317073170731707
0.545,0.391,0.688,32.0,32.0,33.0,11.0,9.0,5.0,SAC,-8,1,0,TOR,0.2682926829268293
0.524,0.375,0.756,41.0,51.0,31.0,16.0,10.0,6.0,MEM,32,0,1,TOR,0.3048780487804878
0.476,0.4,0.722,18.0,31.0,31.0,15.0,6.0,4.0,BOS,-14,0,0,TOR,0.6829268292682927
0.495,0.429,0.688,16.0,56.0,34.0,12.0,9.0,5.0,MIA,26,1,1,TOR,0.5180722891566265
0.512,0.433,0.794,34.0,40.0,24.0,6.0,9.0,2.0,MIA,14,1,1,TOR,0.5180722891566265
0.493,0.4,0.65,20.0,32.0,24.0,18.0,7.0,0.0,NYK,-17,0,0,TOR,0.6463414634146342
0.638,0.444,0.759,29.0,43.0,36.0,10.0,9.0,8.0,BRK,35,1,1,TOR,0.24390243902439024
0.552,0.386,0.8,20.0,46.0,38.0,13.0,11.0,6.0,LAC,21,1,1,UTA,0.5060240963855421
0.442,0.317,0.882,17.0,50.0,25.0,20.0,6.0,1.0,SAC,-1,0,0,UTA,0.2682926829268293
0.407,0.327,0.944,36.0,64.0,27.0,19.0,8.0,4.0,PHO,4,1,1,UTA,0.5476190476190477
0.488,0.314,0.837,49.0,46.0,30.0,22.0,10.0,7.0,POR,-2,1,0,UTA,0.5180722891566265
0.375,0.324,0.75,32.0,48.0,23.0,21.0,4.0,3.0,PHO,-22,0,0,UTA,0.5476190476190477
0.409,0.219,0.828,29.0,38.0,27.0,11.0,7.0,3.0,CHO,-23,0,0,UTA,0.5357142857142857
0.452,0.29,0.8,25.0,55.0,23.0,19.0,4.0,2.0,BOS,2,0,1,UTA,0.6829268292682927
0.384,0.308,0.862,29.0,44.0,24.0,15.0,7.0,2.0,DET,-11,0,0,UTA,0.7317073170731707
0.372,0.231,0.72,25.0,40.0,28.0,18.0,11.0,3.0,MIN,-40,0,0,UTA,0.5975609756097561
0.4,0.327,0.833,24.0,50.0,30.0,15.0,5.0,5.0,MIN,-7,1,0,UTA,0.5975609756097561
0.554,0.452,0.886,35.0,45.0,38.0,15.0,3.0,3.0,IND,24,1,1,UTA,0.23170731707317074
