FG%,3P%,FT%,FTA,TRB,AST,TOV,STL,BLK,Opponent,Point_Differential,Home,Win,Team,Opponent_Win_Rate
0.537,0.488,0.833,24.0,46.0,25.0,16.0,8.0,8.0,MIA,13,1,1,BOS,0.5180722891566265
0.463,0.308,0.8,15.0,55.0,22.0,11.0,7.0,4.0,TOR,16,0,1,BOS,0.5609756097560976
0.427,0.297,0.842,19.0,49.0,19.0,13.0,6.0,6.0,IND,8,1,1,BOS,0.23170731707317074
0.566,0.513,0.765,34.0,43.0,26.0,14.0,8.0,3.0,IND,18,0,1,BOS,0.23170731707317074
0.44,0.295,0.789,19.0,39.0,19.0,19.0,13.0,5.0,POR,-6,0,0,BOS,0.5180722891566265
0.511,0.295,0.87,23.0,44.0,27.0,8.0,8.0,9.0,UTA,10,0,1,BOS,0.2682926829268293
0.506,0.415,0.833,18.0,40.0,25.0,13.0,8.0,6.0,SAC,14,0,1,BOS,0.2682926829268293
0.552,0.471,0.842,19.0,46.0,30.0,6.0,4.0,6.0,LAC,31,0,1,BOS,0.5060240963855421
0.404,0.385,0.846,13.0,54.0,22.0,8.0,7.0,4.0,CHI,14,1,1,BOS,0.3780487804878049
0.453,0.395,0.6,15.0,53.0,16.0,14.0,6.0,6.0,DEN,-4,1,0,BOS,0.6585365853658537
0.54,0.5,0.895,19.0,40.0,28.0,10.0,3.0,5.0,TOR,8,1,1,BOS,0.5609756097560976
0.409,0.364,0.75,4.0,52.0,22.0,10.0,5.0,5.0,SAS,-5,1,0,BOS,0.7560975609756098
0.455,0.257,0.778,9.0,46.0,22.0,12.0,9.0,1.0,IND,-2,0,0,BOS,0.23170731707317074
0.451,0.333,0.96,25.0,51.0,22.0,13.0,5.0,5.0,MIA,5,0,1,BOS,0.5180722891566265
0.505,0.423,0.818,22.0,55.0,27.0,17.0,9.0,8.0,ATL,26,0,1,BOS,0.5609756097560976
0.398,0.317,0.8,30.0,45.0,13.0,14.0,7.0,4.0,DET,-1,0,0,BOS,0.7317073170731707
0.477,0.387,0.92,25.0,54.0,24.0,16.0,8.0,6.0,IND,15,1,1,BOS,0.23170731707317074
0.45,0.431,0.625,16.0,41.0,35.0,9.0,8.0,5.0,BRK,4,0,1,BOS,0.24390243902439024
0.444,0.319,0.889,9.0,38.0,28.0,6.0,10.0,5.0,CHI,-3,0,0,BOS,0.3780487804878049
0.433,0.382,0.611,18.0,41.0,24.0,17.0,11.0,4.0,POR,8,1,1,BOS,0.5180722891566265
0.472,0.265,0.813,16.0,51.0,21.0,16.0,3.0,6.0,ATL,-11,1,0,BOS,0.5609756097560976
0.452,0.375,0.625,16.0,44.0,25.0,7.0,7.0,5.0,SAC,19,1,1,BOS,0.2682926829268293
0.446,0.357,0.769,13.0,52.0,24.0,10.0,4.0,2.0,MIL,28,1,1,BOS,0.3902439024390244
0.49,0.333,0.6,5.0,47.0,27.0,10.0,7.0,4.0,DAL,10,0,1,BOS,0.3170731707317073
0.433,0.373,0.85,20.0,57.0,26.0,15.0,6.0,6.0,HOU,21,0,1,BOS,0.6341463414634146
0.417,0.278,0.783,23.0,50.0,17.0,16.0,7.0,7.0,MIA,2,1,1,BOS,0.5180722891566265
0.37,0.171,0.933,15.0,44.0,22.0,10.0,4.0,3.0,NYK,-22,1,0,BOS,0.6463414634146342
0.516,0.4,0.615,13.0,48.0,29.0,14.0,9.0,8.0,CHI,19,1,1,BOS,0.3780487804878049
0.516,0.425,0.857,7.0,54.0,36.0,13.0,7.0,6.0,GSW,11,0,1,BOS,0.4523809523809524
0.482,0.389,0.81,21.0,50.0,29.0,14.0,6.0,5.0,LAL,22,0,1,BOS,0.6463414634146342
0.4,0.277,0.889,9.0,61.0,24.0,11.0,4.0,7.0,PHO,16,0,1,BOS,0.5476190476190477
0.349,0.279,0.778,18.0,48.0,18.0,14.0,4.0,8.0,DEN,-19,0,0,BOS,0.6585365853658537
0.667,0.647,0.815,27.0,39.0,38.0,12.0,9.0,7.0,BRK,37,1,1,BOS,0.24390243902439024
0.44,0.327,0.857,21.0,59.0,27.0,15.0,4.0,7.0,PHI,16,1,1,BOS,0.5542168674698795
0.432,0.4,0.667,9.0,54.0,31.0,11.0,7.0,6.0,MIL,27,0,1,BOS,0.3902439024390244
0.38,0.278,0.95,20.0,45.0,18.0,16.0,1.0,3.0,CHO,-29,1,0,BOS,0.5357142857142857
0.475,0.333,0.667,15.0,58.0,29.0,10.0,6.0,10.0,DAL,20,1,1,BOS,0.3170731707317073
0.44,0.395,0.909,22.0,49.0,25.0,12.0,2.0,0.0,CLE,11,0,1,BOS,0.6341463414634146
0.472,0.373,0.765,17.0,37.0,27.0,8.0,6.0,4.0,SAS,-9,0,0,BOS,0.7560975609756098
0.402,0.31,0.95,20.0,44.0,20.0,13.0,8.0,4.0,OKC,-2,0,0,BOS,0.7804878048780488
0.441,0.261,0.895,19.0,55.0,29.0,15.0,8.0,4.0,WAS,11,1,1,BOS,0.2073170731707317
0.488,0.425,0.926,27.0,38.0,31.0,14.0,7.0,3.0,PHO,8,1,1,BOS,0.5476190476190477
0.478,0.359,0.947,19.0,49.0,22.0,16.0,12.0,1.0,GSW,21,1,1,BOS,0.4523809523809524
0.449,0.262,0.867,30.0,57.0,19.0,13.0,4.0,2.0,MEM,5,0,1,BOS,0.3048780487804878
0.358,0.273,0.833,18.0,53.0,17.0,11.0,9.0,2.0,MIN,-10,1,0,BOS,0.5975609756097561
0.469,0.439,0.862,29.0,43.0,25.0,13.0,5.0,4.0,OKC,10,1,1,BOS,0.7804878048780488
0.469,0.4,0.826,23.0,52.0,26.0,16.0,0.0,4.0,ATL,7,1,1,BOS,0.5609756097560976
0.506,0.412,0.727,22.0,39.0,23.0,7.0,6.0,3.0,CHO,15,0,1,BOS,0.5357142857142857
0.412,0.378,0.692,26.0,48.0,18.0,15.0,6.0,7.0,ATL,-10,0,0,BOS,0.5609756097560976
0.583,0.477,0.7,20.0,48.0,34.0,9.0,5.0,8.0,MIA,18,0,1,BOS,0.5180722891566265
0.562,0.459,0.842,19.0,48.0,33.0,9.0,7.0,4.0,MIL,32,0,1,BOS,0.3902439024390244
0.534,0.286,0.813,16.0,44.0,25.0,18.0,10.0,3.0,TOR,14,1,1,BOS,0.5609756097560976
0.494,0.405,0.833,12.0,45.0,22.0,14.0,6.0,2.0,CHO,11,1,1,BOS,0.5357142857142857
0.452,0.372,0.875,16.0,42.0,23.0,11.0,4.0,1.0,NYK,-6,0,0,BOS,0.6463414634146342
0.542,0.492,0.733,15.0,44.0,35.0,14.0,9.0,5.0,NOP,26,1,1,BOS,0.3170731707317073
0.414,0.38,1.0,22.0,46.0,24.0,17.0,10.0,6.0,ORL,5,1,1,BOS,0.5476190476190477
0.487,0.425,0.897,29.0,40.0,29.0,19.0,10.0,4.0,LAL,10,0,1,GSW,0.6463414634146342
0.505,0.383,0.76,25.0,43.0,33.0,9.0,11.0,3.0,DEN,6,1,1,GSW,0.6585365853658537
0.438,0.421,0.846,39.0,41.0,24.0,25.0,12.0,3.0,POR,-20,0,0,GSW,0.5180722891566265
0.53,0.442,0.8,30.0,39.0,36.0,16.0,7.0,5.0,MEM,13,1,1,GSW,0.3048780487804878
0.453,0.378,0.75,4.0,42.0,24.0,13.0,11.0,3.0,LAC,19,1,1,GSW,0.5060240963855421
0.424,0.342,0.962,26.0,44.0,23.0,22.0,8.0,6.0,MIL,-10,0,0,GSW,0.3902439024390244
0.433,0.273,0.864,22.0,44.0,25.0,16.0,5.0,4.0,IND,-5,0,0,GSW,0.23170731707317074
0.494,0.452,0.85,20.0,39.0,33.0,16.0,9.0,4.0,PHO,11,1,1,GSW,0.5476190476190477
0.449,0.395,0.826,23.0,44.0,28.0,19.0,10.0,6.0,SAC,-5,0,0,GSW,0.2682926829268293
0.421,0.293,0.8,15.0,46.0,28.0,12.0,4.0,5.0,DEN,-25,0,0,GSW,0.6585365853658537
0.432,0.273,0.703,37.0,50.0,22.0,10.0,11.0,6.0,IND,31,1,1,GSW,0.23170731707317074
0.446,0.371,0.793,29.0,32.0,23.0,21.0,16.0,4.0,OKC,-24,0,0,GSW,0.7804878048780488
0.424,0.368,0.889,36.0,40.0,30.0,16.0,13.0,3.0,SAS,5,0,1,GSW,0.7560975609756098
0.422,0.378,0.889,18.0,39.0,18.0,15.0,9.0,8.0,SAS,1,0,1,GSW,0.7560975609756098
0.457,0.429,0.824,17.0,47.0,34.0,21.0,14.0,4.0,NOP,18,0,1,GSW,0.3170731707317073
0.5,0.361,0.786,28.0,36.0,26.0,18.0,11.0,3.0,ORL,-8,0,0,GSW,0.5476190476190477
0.358,0.265,0.75,20.0,62.0,24.0,23.0,8.0,5.0,MIA,-14,0,0,GSW,0.5180722891566265
0.482,0.395,0.867,30.0,32.0,29.0,14.0,14.0,4.0,POR,-4,1,0,GSW,0.5180722891566265
0.49,0.365,0.722,18.0,50.0,34.0,10.0,11.0,5.0,UTA,17,1,1,GSW,0.2682926829268293
0.427,0.279,0.857,21.0,47.0,25.0,16.0,8.0,5.0,HOU,-4,1,0,GSW,0.6341463414634146
0.409,0.255,0.8,20.0,47.0,28.0,10.0,5.0,3.0,NOP,8,1,1,GSW,0.3170731707317073
0.453,0.429,0.8,10.0,43.0,30.0,16.0,5.0,2.0,OKC,-12,1,0,GSW,0.7804878048780488
0.416,0.286,0.75,16.0,43.0,27.0,13.0,12.0,4.0,PHI,-1,0,0,GSW,0.5542168674698795
0.384,0.371,0.87,23.0,46.0,25.0,14.0,8.0,8.0,CLE,5,0,1,GSW,0.6341463414634146
0.5,0.468,0.684,19.0,51.0,27.0,17.0,11.0,2.0,CHI,32,0,1,GSW,0.3780487804878049
0.458,0.326,0.773,22.0,42.0,27.0,13.0,7.0,2.0,MIN,-7,1,0,GSW,0.5975609756097561
0.506,0.511,0.826,23.0,36.0,34.0,18.0,14.0,5.0,POR,-5,0,0,GSW,0.5180722891566265
0.393,0.286,0.889,18.0,54.0,27.0,20.0,9.0,3.0,PHO,-1,0,0,GSW,0.5476190476190477
0.457,0.347,0.75,24.0,49.0,29.0,21.0,9.0,7.0,PHO,3,1,1,GSW,0.5476190476190477
0.517,0.297,0.708,24.0,47.0,33.0,13.0,8.0,6.0,ORL,23,1,1,GSW,0.5476190476190477
0.444,0.28,0.923,26.0,49.0,33.0,11.0,9.0,4.0,DAL,10,1,1,GSW,0.3170731707317073
0.448,0.364,0.893,28.0,42.0,25.0,21.0,9.0,9.0,TOR,-14,0,0,GSW,0.5609756097560976
0.532,0.303,0.824,34.0,40.0,26.0,14.0,11.0,5.0,BRK,13,0,1,GSW,0.24390243902439024
0.554,0.49,0.941,17.0,37.0,35.0,19.0,7.0,3.0,CHO,7,0,1,GSW,0.5357142857142857
0.356,0.295,0.739,23.0,43.0,23.0,17.0,8.0,5.0,OKC,-37,1,0,GSW,0.7804878048780488
0.494,0.422,0.75,24.0,45.0,32.0,15.0,9.0,2.0,UTA,9,1,1,GSW,0.2682926829268293
0.38,0.244,0.815,27.0,40.0,27.0,7.0,18.0,4.0,LAC,-1,0,0,GSW,0.5060240963855421
0.494,0.383,0.778,18.0,41.0,31.0,10.0,6.0,2.0,MIL,7,1,1,GSW,0.3902439024390244
0.547,0.422,1.0,14.0,41.0,39.0,11.0,4.0,6.0,SAC,34,1,1,GSW,0.2682926829268293
0.467,0.238,0.81,21.0,48.0,28.0,16.0,5.0,4.0,ATL,-13,1,0,GSW,0.5609756097560976
0.472,0.404,0.923,13.0,34.0,34.0,14.0,16.0,5.0,POR,22,1,1,GSW,0.5180722891566265
0.539,0.444,0.769,13.0,38.0,26.0,12.0,7.0,6.0,NYK,13,1,1,GSW,0.6463414634146342
0.548,0.442,0.846,13.0,41.0,34.0,12.0,8.0,7.0,CHO,20,1,1,GSW,0.5357142857142857
0.516,0.471,0.765,17.0,46.0,38.0,14.0,11.0,3.0,MIA,23,1,1,GSW,0.5180722891566265
0.516,0.372,0.654,26.0,36.0,28.0,19.0,7.0,1.0,TOR,-18,1,0,GSW,0.5609756097560976
0.448,0.326,0.778,18.0,35.0,29.0,10.0,15.0,7.0,DAL,-8,0,0,GSW,0.3170731707317073
0.421,0.314,0.938,16.0,45.0,31.0,12.0,20.0,5.0,MIN,26,0,1,GSW,0.5975609756097561
0.347,0.231,0.615,13.0,45.0,21.0,19.0,13.0,4.0,MIN,-25,0,0,GSW,0.5975609756097561
0.535,0.426,0.833,30.0,42.0,39.0,20.0,15.0,8.0,UTA,16,0,1,GSW,0.2682926829268293
0.444,0.346,0.743,35.0,42.0,31.0,18.0,10.0,4.0,DET,-7,1,0,GSW,0.7317073170731707
0.474,0.396,0.5,2.0,33.0,27.0,20.0,8.0,6.0,PHI,-19,1,0,GSW,0.5542168674698795
0.434,0.364,0.75,20.0,45.0,23.0,15.0,8.0,4.0,PHO,4,0,1,GSW,0.5476190476190477
0.424,0.275,0.636,11.0,37.0,25.0,13.0,16.0,3.0,LAL,-6,0,0,GSW,0.6463414634146342
0.53,0.333,0.789,19.0,40.0,31.0,23.0,12.0,1.0,MEM,1,1,1,GSW,0.3048780487804878
0.462,0.34,0.765,17.0,40.0,37.0,12.0,6.0,1.0,SAS,-13,1,0,GSW,0.7560975609756098
0.448,0.364,0.5,8.0,40.0,30.0,9.0,8.0,4.0,BOS,-11,1,0,GSW,0.6829268292682927
0.511,0.404,0.917,12.0,44.0,42.0,18.0,14.0,2.0,DEN,11,1,1,GSW,0.6585365853658537
0.412,0.244,0.783,23.0,59.0,26.0,21.0,8.0,6.0,NOP,-4,0,0,GSW,0.3170731707317073
0.533,0.413,0.842,19.0,48.0,37.0,16.0,12.0,6.0,MEM,21,0,1,GSW,0.3048780487804878
0.451,0.273,0.778,9.0,40.0,32.0,11.0,6.0,4.0,LAL,-28,1,0,GSW,0.6463414634146342
0.387,0.354,0.706,17.0,40.0,26.0,14.0,7.0,2.0,LAC,-13,1,0,GSW,0.5060240963855421
0.479,0.368,0.733,15.0,47.0,29.0,19.0,10.0,5.0,HOU,2,0,1,GSW,0.6341463414634146
0.409,0.311,0.611,18.0,47.0,28.0,13.0,8.0,3.0,OKC,-7,0,0,GSW,0.7804878048780488
0.434,0.308,0.667,21.0,46.0,33.0,10.0,11.0,2.0,UTA,-3,0,0,GSW,0.2682926829268293
0.419,0.37,0.889,18.0,49.0,30.0,12.0,9.0,12.0,CHI,-6,1,0,GSW,0.3780487804878049
0.402,0.313,0.96,25.0,38.0,23.0,9.0,8.0,1.0,MIN,-10,1,0,GSW,0.5975609756097561
0.488,0.368,0.867,15.0,35.0,27.0,18.0,9.0,6.0,NYK,-3,0,0,GSW,0.6463414634146342
0.505,0.281,0.857,28.0,41.0,32.0,17.0,13.0,4.0,WAS,8,0,1,GSW,0.2073170731707317
0.4,0.233,0.708,24.0,39.0,26.0,14.0,12.0,3.0,BOS,-21,0,0,GSW,0.6829268292682927
0.461,0.364,0.731,26.0,38.0,23.0,26.0,6.0,6.0,DET,-14,0,0,GSW,0.7317073170731707
0.5,0.357,0.765,17.0,29.0,23.0,21.0,9.0,2.0,ATL,-16,0,0,GSW,0.5609756097560976
0.505,0.362,0.75,24.0,49.0,39.0,24.0,16.0,4.0,DAL,6,0,1,GSW,0.3170731707317073
0.529,0.333,0.778,36.0,43.0,21.0,26.0,11.0,3.0,BRK,3,1,1,GSW,0.24390243902439024
0.518,0.432,0.774,31.0,43.0,32.0,12.0,5.0,3.0,WAS,5,1,1,GSW,0.2073170731707317
0.422,0.333,0.818,11.0,41.0,29.0,15.0,9.0,2.0,DEN,-23,0,0,GSW,0.6585365853658537
0.488,0.4,0.833,18.0,39.0,29.0,15.0,6.0,3.0,SAS,-14,1,0,GSW,0.7560975609756098
0.436,0.273,0.85,20.0,46.0,25.0,12.0,11.0,5.0,CLE,-7,1,0,GSW,0.6341463414634146
0.5,0.35,0.9,20.0,31.0,34.0,10.0,7.0,3.0,HOU,-1,1,0,GSW,0.6341463414634146
0.451,0.447,0.792,24.0,39.0,27.0,17.0,10.0,5.0,SAC,5,1,1,GSW,0.2682926829268293
0.506,0.3,1.0,12.0,38.0,24.0,19.0,8.0,2.0,LAL,-16,1,0,GSW,0.6463414634146342
0.481,0.389,0.929,28.0,36.0,30.0,16.0,12.0,4.0,SAC,-6,0,0,GSW,0.2682926829268293
0.419,0.282,0.844,32.0,47.0,24.0,10.0,3.0,3.0,LAC,-5,0,0,GSW,0.5060240963855421
0.566,0.463,0.619,21.0,36.0,29.0,20.0,12.0,3.0,LAC,5,0,1,GSW,0.5060240963855421
0.446,0.333,0.826,23.0,39.0,22.0,21.0,5.0,0.0,PHO,-15,0,0,GSW,0.5476190476190477
0.422,0.286,0.865,37.0,34.0,25.0,16.0,7.0,6.0,TOR,-20,1,0,ATL,0.5609756097560976
0.482,0.276,0.75,28.0,40.0,26.0,16.0,9.0,5.0,ORL,4,0,1,ATL,0.5476190476190477
0.412,0.41,0.667,21.0,46.0,25.0,17.0,7.0,5.0,OKC,-17,1,0,ATL,0.7804878048780488
0.5,0.344,0.7,20.0,36.0,32.0,6.0,8.0,1.0,CHI,-5,0,0,ATL,0.3780487804878049
0.473,0.394,0.727,22.0,44.0,33.0,8.0,11.0,8.0,BRK,5,0,1,ATL,0.24390243902439024
0.543,0.333,0.8,20.0,55.0,30.0,10.0,10.0,5.0,IND,20,0,1,ATL,0.23170731707317074
0.506,0.261,0.714,35.0,46.0,28.0,23.0,9.0,3.0,CLE,-8,0,0,ATL,0.6341463414634146
0.556,0.433,0.81,42.0,34.0,23.0,20.0,11.0,6.0,ORL,15,1,1,ATL,0.5476190476190477
0.344,0.237,0.957,23.0,54.0,24.0,19.0,8.0,7.0,TOR,-12,1,0,ATL,0.5609756097560976
0.516,0.41,0.909,11.0,37.0,37.0,11.0,13.0,6.0,LAL,20,1,1,ATL,0.6463414634146342
0.452,0.382,0.8,20.0,41.0,30.0,12.0,7.0,8.0,LAC,3,0,1,ATL,0.5060240963855421
0.576,0.425,0.818,22.0,45.0,42.0,21.0,14.0,6.0,SAC,33,0,1,ATL,0.2682926829268293
0.511,0.511,0.727,22.0,43.0,36.0,18.0,18.0,6.0,UTA,10,0,1,ATL,0.2682926829268293
0.529,0.326,0.833,24.0,34.0,35.0,17.0,11.0,3.0,PHO,2,0,1,ATL,0.5476190476190477
0.483,0.341,0.867,15.0,35.0,31.0,19.0,9.0,5.0,DET,-8,1,0,ATL,0.7317073170731707
0.563,0.541,0.615,13.0,39.0,30.0,16.0,7.0,6.0,SAS,-9,0,0,ATL,0.7560975609756098
0.467,0.37,0.737,19.0,42.0,28.0,7.0,6.0,7.0,NOP,17,0,1,ATL,0.3170731707317073
0.495,0.355,0.75,16.0,37.0,32.0,9.0,6.0,5.0,CHO,3,1,1,ATL,0.5357142857142857
0.453,0.349,0.75,16.0,44.0,33.0,19.0,4.0,6.0,WAS,-19,0,0,ATL,0.2073170731707317
0.527,0.372,0.692,26.0,38.0,36.0,14.0,11.0,5.0,CLE,7,1,1,ATL,0.6341463414634146
0.462,0.333,0.756,41.0,58.0,36.0,23.0,10.0,6.0,PHI,8,0,1,ATL,0.5542168674698795
0.427,0.35,0.727,11.0,34.0,27.0,15.0,15.0,4.0,DET,-1,0,0,ATL,0.7317073170731707
0.4,0.333,0.786,14.0,38.0,20.0,16.0,9.0,1.0,LAC,-23,1,0,ATL,0.5060240963855421
0.516,0.435,0.938,16.0,45.0,35.0,14.0,8.0,2.0,DEN,-1,1,0,ATL,0.6585365853658537
0.531,0.333,1.0,14.0,45.0,36.0,15.0,13.0,4.0,WAS,15,0,1,ATL,0.2073170731707317
0.459,0.306,0.839,31.0,37.0,28.0,20.0,9.0,8.0,DET,-27,0,0,ATL,0.7317073170731707
0.434,0.515,0.81,21.0,57.0,33.0,17.0,8.0,6.0,PHI,3,1,1,ATL,0.5542168674698795
0.522,0.297,0.864,22.0,35.0,31.0,15.0,6.0,2.0,CHO,-7,0,0,ATL,0.5357142857142857
0.404,0.25,0.75,16.0,43.0,26.0,17.0,7.0,1.0,SAS,-28,1,0,ATL,0.7560975609756098
0.52,0.489,0.781,32.0,35.0,39.0,10.0,6.0,7.0,CHI,-2,1,0,ATL,0.3780487804878049
0.505,0.333,0.65,20.0,38.0,38.0,12.0,9.0,4.0,CHI,-3,1,0,ATL,0.3780487804878049
0.471,0.333,0.905,21.0,42.0,26.0,21.0,6.0,5.0,MIA,-15,1,0,ATL,0.5180722891566265
0.483,0.395,0.815,27.0,37.0,33.0,12.0,6.0,3.0,NYK,-3,1,0,ATL,0.6463414634146342
0.474,0.463,0.706,17.0,38.0,32.0,16.0,11.0,4.0,OKC,-11,0,0,ATL,0.7804878048780488
0.49,0.381,0.5,16.0,49.0,38.0,10.0,9.0,4.0,MIN,24,1,1,ATL,0.5975609756097561
0.477,0.333,0.6,25.0,49.0,31.0,13.0,12.0,2.0,NYK,12,0,1,ATL,0.6463414634146342
0.462,0.436,0.842,19.0,36.0,32.0,16.0,10.0,3.0,TOR,-17,0,0,ATL,0.5609756097560976
0.393,0.353,0.857,21.0,46.0,28.0,15.0,11.0,1.0,TOR,-18,0,0,ATL,0.5609756097560976
0.463,0.383,0.647,17.0,49.0,30.0,21.0,13.0,10.0,NOP,17,1,1,ATL,0.3170731707317073
0.489,0.372,0.5,4.0,40.0,31.0,6.0,14.0,6.0,DEN,23,0,1,ATL,0.6585365853658537
0.489,0.385,0.68,25.0,46.0,33.0,9.0,9.0,4.0,GSW,13,0,1,ATL,0.4523809523809524
0.45,0.283,0.722,18.0,32.0,30.0,6.0,11.0,1.0,LAL,-25,0,0,ATL,0.6463414634146342
0.432,0.318,0.773,22.0,40.0,23.0,20.0,10.0,4.0,POR,-16,0,0,ATL,0.5180722891566265
0.373,0.326,0.882,17.0,47.0,29.0,12.0,10.0,4.0,BOS,-26,1,0,ATL,0.6829268292682927
0.406,0.286,0.833,24.0,51.0,33.0,10.0,9.0,6.0,MIL,-2,1,0,ATL,0.3902439024390244
0.467,0.444,0.75,24.0,42.0,34.0,17.0,9.0,6.0,MEM,2,0,1,ATL,0.3048780487804878
0.531,0.5,0.688,16.0,48.0,28.0,21.0,5.0,3.0,PHO,7,1,1,ATL,0.5476190476190477
0.5,0.419,0.941,17.0,46.0,35.0,14.0,11.0,9.0,IND,16,1,1,ATL,0.23170731707317074
0.484,0.429,0.692,13.0,38.0,29.0,9.0,11.0,2.0,BOS,11,0,1,ATL,0.6829268292682927
0.366,0.308,0.857,7.0,46.0,19.0,12.0,7.0,5.0,HOU,-18,1,0,ATL,0.6341463414634146
0.474,0.393,0.75,28.0,39.0,25.0,10.0,11.0,2.0,IND,-5,0,0,ATL,0.23170731707317074
0.485,0.42,0.615,13.0,47.0,34.0,9.0,7.0,2.0,MIA,12,0,1,ATL,0.5180722891566265
0.49,0.229,0.739,23.0,50.0,34.0,10.0,3.0,10.0,UTA,2,1,1,ATL,0.2682926829268293
0.489,0.486,0.882,17.0,30.0,30.0,10.0,9.0,6.0,CHO,-7,1,0,ATL,0.5357142857142857
0.404,0.311,0.786,28.0,47.0,20.0,19.0,12.0,1.0,MIN,-22,0,0,ATL,0.5975609756097561
0.44,0.278,0.767,30.0,41.0,28.0,13.0,8.0,6.0,CHO,-3,0,0,ATL,0.5357142857142857
0.427,0.313,0.775,40.0,51.0,24.0,14.0,11.0,5.0,PHI,10,0,1,ATL,0.5542168674698795
0.379,0.421,0.6,15.0,46.0,26.0,13.0,4.0,3.0,MIA,-31,1,0,ATL,0.5180722891566265
0.483,0.394,0.857,21.0,52.0,28.0,17.0,10.0,4.0,BRK,11,1,1,ATL,0.24390243902439024
0.393,0.24,0.885,26.0,61.0,33.0,11.0,14.0,2.0,WAS,21,1,1,ATL,0.2073170731707317
0.462,0.333,0.784,37.0,56.0,30.0,14.0,12.0,8.0,WAS,30,1,1,ATL,0.2073170731707317
0.554,0.375,0.783,23.0,54.0,36.0,15.0,10.0,5.0,POR,34,1,1,ATL,0.5180722891566265
0.543,0.444,0.688,16.0,40.0,33.0,11.0,9.0,7.0,MIL,18,0,1,ATL,0.3902439024390244
0.554,0.406,0.8,25.0,39.0,32.0,21.0,11.0,2.0,PHI,9,1,1,ATL,0.5542168674698795
0.516,0.389,0.667,18.0,45.0,29.0,10.0,8.0,8.0,DAL,12,1,1,ATL,0.3170731707317073
0.393,0.3,0.743,35.0,51.0,22.0,12.0,12.0,6.0,BRK,11,1,1,ATL,0.24390243902439024
0.495,0.368,0.778,18.0,47.0,29.0,13.0,10.0,1.0,MIL,23,1,1,ATL,0.3902439024390244
0.462,0.4,0.759,29.0,54.0,33.0,14.0,5.0,3.0,ORL,12,1,1,ATL,0.5476190476190477
0.539,0.4,0.786,14.0,42.0,36.0,11.0,10.0,3.0,DAL,15,0,1,ATL,0.3170731707317073
0.424,0.257,0.824,17.0,37.0,22.0,18.0,13.0,9.0,HOU,-22,0,0,ATL,0.6341463414634146
0.539,0.325,0.85,20.0,41.0,28.0,18.0,10.0,4.0,GSW,16,1,1,ATL,0.4523809523809524
0.533,0.463,0.92,25.0,44.0,37.0,11.0,12.0,6.0,MEM,39,1,1,ATL,0.3048780487804878
0.476,0.346,0.706,17.0,50.0,31.0,20.0,8.0,1.0,DET,1,0,1,ATL,0.7317073170731707
0.391,0.357,0.792,24.0,35.0,23.0,4.0,6.0,4.0,BOS,-7,0,0,ATL,0.6829268292682927
0.506,0.39,0.773,22.0,40.0,34.0,13.0,10.0,3.0,SAC,10,1,1,ATL,0.2682926829268293
0.467,0.395,0.733,15.0,45.0,28.0,11.0,7.0,6.0,BOS,10,1,1,ATL,0.6829268292682927
0.511,0.405,0.778,27.0,51.0,27.0,17.0,15.0,6.0,ORL,29,0,1,ATL,0.5476190476190477
0.567,0.513,0.792,24.0,41.0,36.0,13.0,11.0,9.0,BRK,34,0,1,ATL,0.24390243902439024
0.4,0.381,0.765,17.0,48.0,23.0,15.0,7.0,4.0,NYK,-3,1,0,ATL,0.6463414634146342
0.48,0.353,0.667,15.0,43.0,23.0,13.0,8.0,6.0,CLE,-6,0,0,ATL,0.6341463414634146
0.484,0.364,0.72,25.0,46.0,27.0,13.0,12.0,4.0,CLE,22,1,1,ATL,0.6341463414634146
0.473,0.386,0.667,18.0,46.0,31.0,17.0,3.0,2.0,MIA,-26,0,0,ATL,0.5180722891566265
0.443,0.35,0.735,34.0,38.0,25.0,17.0,8.0,3.0,CHO,-19,0,0,BRK,0.5357142857142857
0.51,0.422,1.0,7.0,38.0,30.0,20.0,9.0,0.0,CLE,-7,1,0,BRK,0.6341463414634146
0.391,0.32,0.958,24.0,34.0,22.0,12.0,9.0,0.0,SAS,-11,0,0,BRK,0.7560975609756098
0.477,0.375,0.667,18.0,37.0,22.0,14.0,3.0,0.0,HOU,-28,0,0,BRK,0.6341463414634146
0.455,0.297,0.778,27.0,47.0,23.0,16.0,4.0,4.0,ATL,-5,1,0,BRK,0.5609756097560976
0.429,0.179,0.769,26.0,44.0,21.0,19.0,10.0,4.0,PHI,-24,1,0,BRK,0.5542168674698795
0.404,0.3,0.658,38.0,40.0,25.0,12.0,9.0,4.0,MIN,-16,1,0,BRK,0.5975609756097561
0.419,0.35,0.743,35.0,45.0,26.0,14.0,9.0,5.0,IND,9,0,1,BRK,0.23170731707317074
0.425,0.37,0.846,26.0,30.0,26.0,20.0,5.0,1.0,DET,-18,1,0,BRK,0.7317073170731707
0.402,0.311,0.75,24.0,38.0,21.0,19.0,5.0,8.0,NYK,-36,0,0,BRK,0.6463414634146342
0.395,0.341,0.969,32.0,36.0,24.0,13.0,7.0,5.0,TOR,-10,1,0,BRK,0.5609756097560976
0.427,0.256,0.75,16.0,34.0,23.0,7.0,9.0,4.0,ORL,-7,0,0,BRK,0.5476190476190477
